Data,Territory,Place,Species,sex,age,Ra,W,ring
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,55.7,28.9,DT00345
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,55.3,27.8,DT00346
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,54.7,29.6,DT00347
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,53.6,27.4,DT00348
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,52.6,28.2,DT00349
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,54.2,29.5,DT00350
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,ad,53.3,31.5,DT00351
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,53.4,26.4,DT00352
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,55.6,28.3,DT00353
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,56,26,DT00354
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,56.8,27.6,DT00355
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,55.8,25.8,DT00356
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,54.4,24.3,DT00357
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,51.8,24.3,DT00358
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,55.8,28.7,DT00359
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,53.7,29.5,DT00360
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,53.2,26.4,DT00361
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,55.4,25.3,DT00362
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,54,27.1,DT00363
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,54.7,26.6,DT00364
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,53.6,26.4,DT00365
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,54.5,25.8,DT00366
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,52.7,23.6,DT00367
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,55.5,25.9,DT00368
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,53.2,25.4,DT00369
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,53.4,23.7,DT00370
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,55.9,29.4,DT00371
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,55.4,26.4,DT00372
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,52.7,29.2,DT00373
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,55.8,29.4,DT00374
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,54.6,21.9,DT00375
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,56.5,26.4,DT00376
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,55.3,24.4,DT00377
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,57.1,26.5,DT00378
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,55.3,26.6,DT00379
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,sad,55.1,23.6,DT00380
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,53.8,26,DT00381
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,54.3,23.5,DT00382
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,52.1,25.6,DT00383
16.07.2010,Chornobyl,R1,Nyctalus noctula,female,ad,55.1,26.5,ET01494
16.07.2010,Chornobyl,R1,Nyctalus noctula,male,sad,,,
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,43.5,12.9,CT01301
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,45.4,12.7,CT01302
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,44.2,10.9,CT01303
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,45.6,13.1,CT01304
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,43.2,12.4,CT01305
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,43.9,13.7,CT01306
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,44.9,13.7,CT01307
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,44.1,12.3,CT01308
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,44.5,13,CT01309
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,42.7,11.2,CT01310
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,43.5,12.1,CT01311
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,45.5,12,CT01312
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,45.8,13.6,CT01313
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,43.9,13.5,CT01314
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,46.2,14.6,CT01315
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,45.8,13.3,CT01316
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,45.7,14.1,CT01317
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,43.9,12.4,CT01318
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,45.1,12.7,CT01319
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,44.5,13.7,CT01320
16.07.2010,Chornobyl,R1,Nyctalus leisleri,female,sad,45.5,13.5,CT01321
16.07.2010,Chornobyl,R1,Nyctalus leisleri,male,sad,44,12.2,CT01322
16.07.2010,Chornobyl,R1,Vespertilio murinus,male,sad,46.4,12.3,CT01323
16.07.2010,Chornobyl,R1,Vespertilio murinus,male,sad,43.5,12.2,CT01324
16.07.2010,Chornobyl,R1,Vespertilio murinus,female,sad,44.6,12.6,CT01325
16.07.2010,Chornobyl,R1,Vespertilio murinus,male,sad,45.8,11,CT01326
16.07.2010,Chornobyl,R1,Vespertilio murinus,male,ad,43.3,12.3,CT01327
16.07.2010,Chornobyl,R1,Vespertilio murinus,female,sad,45.3,12.7,CT01328
16.07.2010,Chornobyl,R1,Vespertilio murinus,male,sad,40.5,9.2,CT01329
16.07.2010,Chornobyl,R1,Vespertilio murinus,male,sad,46,12.3,CT01330
16.07.2010,Chornobyl,R1,Vespertilio murinus,male,sad,43.5,10.1,CT01331
16.07.2010,Chornobyl,R1,Plecotus auritus,male,ad,39.3,6.4,BT02601
16.07.2010,Chornobyl,R1,Pipistrellus pygmaeus,female,sad,31.4,4.7,AT00601
16.07.2010,Chornobyl,R1,Eptesicus serotinus,male,sad,52.7,20.6,DT00384
17.07.2010,Chornobyl,Fr1,Plecotus auritus,male,sad,39.5,7.1,BT02602
17.07.2010,Chornobyl,Fr1,Nyctalus leisleri,female,ad,45,13.7,CT01332
17.07.2010,Chornobyl,Fr1,Vespertilio murinus,male,sad,45.2,11.4,CT01333
17.07.2010,Chornobyl,Fr1,Vespertilio murinus,female,ad,46.2,12.6,CT01334
17.07.2010,Chornobyl,Fr1,Nyctalus noctula,male,sad,53.8,25.8,DT00385
17.07.2010,Chornobyl,Fr1,Nyctalus noctula,female,ad,53.4,26.3,DT00386
17.07.2010,Chornobyl,Fr1,Nyctalus noctula,male,sad,54,26.3,DT00387
17.07.2010,Chornobyl,Fr1,Nyctalus noctula,female,sad,53.3,26.4,DT00388
17.07.2010,Chornobyl,Fr1,Nyctalus noctula,female,sad,,,DT00314
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,56.2,28.7,DT00389
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,54.5,27.7,DT00390
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,54.3,26.4,DT00391
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,55.2,28.3,DT00392
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,56.2,25.6,DT00393
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,male,sad,55.5,25.8,DT00394
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,male,sad,54.3,28.7,DT00395
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,male,sad,56.3,30.6,DT00396
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,55.8,28.5,DT00397
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,54.5,28,DT00398
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,55.3,29,DT00399
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,male,sad,54.1,28.9,DT00400
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,male,sad,,27.8,DT00361
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,male,sad,53,26.9,DT00401
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,53.3,27.4,DT00402
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,54.8,26.8,DT00403
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,55.4,26.1,DT00404
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,male,sad,55.3,28.8,DT00405
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,54.5,26.4,DT00406
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,male,sad,55.4,28.3,DT00407
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,56.5,27,DT00408
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,ad,56,30.6,DT00409
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,ad,55.5,29.5,DT00410
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,55.7,26.9,DT00411
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,52.9,25.7,DT00412
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,ad,54,31.3,DT00413
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,ad,53.5,31,DT00414
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,male,sad,55.4,27.5,DT00415
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,ad,52.5,30,DT00416
19.07.2010,Chornobyl,Fr2,Nyctalus noctula,female,sad,51.9,25.4,DT00417
19.07.2010,Chornobyl,Fr2,Nyctalus leisleri,female,sad,43.5,11.8,CT01335
19.07.2010,Chornobyl,Fr2,Nyctalus leisleri,male,sad,44.6,12.6,CT01336
19.07.2010,Chornobyl,Fr2,Nyctalus leisleri,male,sad,43.8,13,CT01337
19.07.2010,Chornobyl,Fr2,Nyctalus leisleri,female,sad,45.5,13.5,CT01338
19.07.2010,Chornobyl,Fr2,Vespertilio murinus,female,sad,43.6,10.1,CT01339
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,55,29.6,DT00418
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,54.3,32.7,DT00419
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,54.8,30.8,DT00420
19.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,55.4,31.6,DT00421
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,56.5,28.6,DT00422
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,54.4,30.7,DT00423
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,56.4,29.4,DT00424
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,55,26.9,DT00425
19.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,54.6,28.7,DT00426
19.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,55.5,27.2,DT00427
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,53.6,24.6,DT00428
19.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,55.4,29.1,DT00429
19.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,56.2,28.2,DT00430
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,52.3,26.6,DT00431
19.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,56.3,28.7,DT00432
19.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,52.2,29.1,DT00433
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,52.5,30.5,DT00434
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,54.3,24.6,DT00435
19.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,55.1,31.6,DT00436
19.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,55.2,27.6,DT00437
19.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,54.5,24.8,DT00438
19.07.2010,Chornobyl,R3a,Pipistrellus nathusii,male,sad,33.6,7.2,BT02603
19.07.2010,Chornobyl,R3a,Nyctalus leisleri,male,sad,43.2,13,CT01341
19.07.2010,Chornobyl,R3a,Nyctalus leisleri,male,sad,42.2,12.4,CT01340
19.07.2010,Chornobyl,R3a,Nyctalus leisleri,female,sad,46.2,13.3,CT01342
19.07.2010,Chornobyl,R3a,Nyctalus leisleri,female,sad,45.4,13.2,CT01343
19.07.2010,Chornobyl,R3a,Pipistrellus pygmaeus,female,sad,29.6,4.1,AT00802
19.07.2010,Chornobyl,R3a,Pipistrellus pygmaeus,male,ad,29.5,3.9,AT00803
19.07.2010,Chornobyl,R3a,Pipistrellus pygmaeus,female,ad,30.8,5.2,AT00804
19.07.2010,Chornobyl,R3a,Pipistrellus pygmaeus,female,ad,30.4,4.7,AT00805
19.07.2010,Chornobyl,R3a,Vespertilio murinus,male,sad,41.7,10.4,CT01344
19.07.2010,Chornobyl,R3a,Vespertilio murinus,female,sad,43,11.1,CT01345
19.07.2010,Chornobyl,R3a,Vespertilio murinus,male,sad,43.5,11.4,CT01346
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,54.7,26.2,DT00439
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55.2,28.2,DT00440
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,56.2,27.3,DT00441
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55.2,28,DT00442
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,56,25.4,DT00443
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,56.4,28.9,DT00444
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55.3,28.9,DT00445
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.4,28,DT00446
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55,23.9,DT00447
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,54.3,27,DT00448
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55.4,29.1,DT00449
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,54.8,25,DT00450
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,56,25.8,DT00451
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55.5,26.5,DT00453
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.9,25,DT00454
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55.2,26.9,DT00455
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.8,26,DT00456
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,56,27.5,DT00457
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,56,26.5,DT00458
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,53.6,24.7,DT00459
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,53.6,25.6,DT00460
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55.6,29.3,DT00359
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55,26,DT00461
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,54.9,26.9,DT00462
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,56,24.9,DT00463
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,53,25,DT00464
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,53.8,24.7,DT00465
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55.6,25.6,DT00466
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55.7,28,DT00467
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,54.6,24.4,DT00468
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,54.2,25.8,DT00469
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.1,23.1,DT00470
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,54.1,21.4,DT00471
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,56.2,24.3,DT00472
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,56.4,25.6,DT00473
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.8,25.7,DT00474
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,53,23.6,DT00475
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55.5,25.8,DT00476
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,52.4,20.9,DT00477
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,56.1,26.8,DT00478
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55.1,22.7,DT00479
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,54.8,28,DT00480
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55.5,25.4,DT00481
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.8,27.9,DT00482
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.8,26.9,DT00483
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55.5,27.2,DT00484
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,54.7,26.8,DT00485
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.7,27.4,DT00486
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,54.7,27.8,DT00487
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.6,28.3,DT00488
19.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,53.6,25.5,DT00489
19.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,52.9,25.1,DT00490
19.07.2010,Chornobyl,R3b,Nyctalus leisleri,female,ad,44.9,13.8,CT01347
19.07.2010,Chornobyl,R3b,Nyctalus leisleri,male,sad,42.7,11.4,CT01348
19.07.2010,Chornobyl,R3b,Nyctalus leisleri,female,sad,43.8,12.6,CT01349
19.07.2010,Chornobyl,R3b,Nyctalus leisleri,male,sad,43.7,11.8,CT01350
19.07.2010,Chornobyl,R3b,Nyctalus leisleri,male,sad,45.8,12.4,CT01351
19.07.2010,Chornobyl,R3b,Nyctalus leisleri,male,sad,43,13.6,CT01352
19.07.2010,Chornobyl,R3b,Nyctalus leisleri,female,sad,45.4,13,CT01353
19.07.2010,Chornobyl,R3b,Pipistrellus nathusii,male,sad,33.4,6.5,BT02064
19.07.2010,Chornobyl,R3b,Pipistrellus nathusii,male,sad,34.4,6.7,BT02065
19.07.2010,Chornobyl,R3b,Vespertilio murinus,female,sad,47,14.7,CT01354
19.07.2010,Chornobyl,R3b,Vespertilio murinus,female,sad,44.4,11.4,CT01355
19.07.2010,Chornobyl,R3b,Vespertilio murinus,female,sad,45,12.6,CT01356
19.07.2010,Chornobyl,R3b,Vespertilio murinus,male,sad,43.4,10.8,CT01357
19.07.2010,Chornobyl,R3b,Vespertilio murinus,female,sad,42.2,11.5,CT01358
19.07.2010,Chornobyl,R3b,Vespertilio murinus,female,sad,45.3,11.2,CT01359
19.07.2010,Chornobyl,R3b,Vespertilio murinus,female,sad,46.2,12.4,CT01360
20.07.2010,Chornobyl,FO2,Plecotus auritus,male,ad,37.8,5.8,BT02606
20.07.2010,Chornobyl,FO2,Vespertilio murinus,female,ad,48.6,16,CT01361
20.07.2010,Chornobyl,FO2,Vespertilio murinus,female,sad,47.1,13.5,CT01362
20.07.2010,Chornobyl,FO2,Vespertilio murinus,female,sad,43.5,11.7,CT01363
20.07.2010,Chornobyl,FO2,Vespertilio murinus,female,sad,45.2,12.5,CT01364
20.07.2010,Chornobyl,FO2,Vespertilio murinus,male,sad,42.8,11.9,CT01365
20.07.2010,Chornobyl,FO2,Nyctalus leisleri,female,sad,42.6,11.3,CT01366
20.07.2010,Chornobyl,FO2,Nyctalus leisleri,male,sad,45.2,12.9,CT01367
20.07.2010,Chornobyl,FO2,Nyctalus leisleri,female,sad,45.6,14.5,CT01368
20.07.2010,Chornobyl,FO2,Nyctalus leisleri,female,sad,43.4,13.9,CT01369
20.07.2010,Chornobyl,FO2,Nyctalus leisleri,male,sad,43.8,12.8,CT01370
20.07.2010,Chornobyl,FO2,Nyctalus leisleri,male,sad,44.8,13,CT01371
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,ad,51.7,28.8,DT00491
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,sad,55.7,27.5,DT00492
20.07.2010,Chornobyl,FO2,Nyctalus noctula,male,ad,52.9,31.4,DT00493
20.07.2010,Chornobyl,FO2,Nyctalus noctula,male,sad,56.1,29.5,DT00494
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,sad,55.8,27.7,DT00495
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,sad,54.3,25.8,DT00496
20.07.2010,Chornobyl,FO2,Nyctalus noctula,male,sad,54.4,26.9,DT00497
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,sad,55.4,27.3,DT00498
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,sad,53.8,22.8,DT00499
20.07.2010,Chornobyl,FO2,Nyctalus noctula,male,sad,57,28.9,DT00500
20.07.2010,Chornobyl,FO2,Nyctalus noctula,male,sad,53.8,28.2,DT00501
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,sad,55.7,28.2,DT00502
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,sad,56.2,27.3,DT00503
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,ad,55.4,27,DT00504
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,sad,55.6,26.9,DT00505
20.07.2010,Chornobyl,FO2,Nyctalus noctula,female,sad,57,27.6,DT00506
22.07.2010,Chornobyl,Fr1,Nyctalus noctula,female,ad,54.9,28.8,DT00507
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,ad,55.8,29.4,DT00508
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,sad,55.5,27,DT00509
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,ad,55,29.6,DT00510
22.07.2010,Chornobyl,F3,Nyctalus noctula,male,sad,55.7,27.6,DT00511
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,ad,56.3,30.1,DT00512
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,sad,55.8,28.9,DT00513
22.07.2010,Chornobyl,F3,Nyctalus noctula,male,sad,52.6,25.4,DT00514
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,ad,55.2,26.9,DT00515
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,sad,54.6,24.9,DT00516
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,sad,55.6,25.1,DT00368
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,ad,55.3,27.1,DT00517
22.07.2010,Chornobyl,F3,Nyctalus noctula,female,ad,55.6,28.6,DT00518
22.07.2010,Chornobyl,F3,Nyctalus noctula,male,sad,54,27.1,DT00519
22.07.2010,Chornobyl,F3,Plecotus auritus,female,ad,40.3,8.4,BT02607
22.07.2010,Chornobyl,F3,Nyctalus leisleri,female,sad,44.2,12.1,CT01372
22.07.2010,Chornobyl,F3,Nyctalus leisleri,female,sad,45.1,13.2,CT01373
22.07.2010,Chornobyl,F3,Nyctalus leisleri,male,sad,43.8,12.7,CT01374
22.07.2010,Chornobyl,F3,Nyctalus leisleri,male,sad,44.5,13.1,CT01375
22.07.2010,Chornobyl,F3,Nyctalus leisleri,male,sad,48.4,13.1,CT01351
23.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,53.4,28.2,DT00520
23.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,56.5,27.4,DT00521
23.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,54.7,28.7,DT00522
23.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,53.4,28.7,DT00523
23.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,55.8,27.6,DT00524
23.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,55.3,27.9,DT00525
23.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,54.9,24,DT00526
23.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,53.7,26.8,DT00527
23.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,56.8,29.4,DT00528
23.07.2010,Chornobyl,R3a,Nyctalus noctula,male,sad,55.8,28.9,DT00529
23.07.2010,Chornobyl,R3a,Nyctalus noctula,female,sad,56.8,28,DT00530
23.07.2010,Chornobyl,R3a,Nyctalus noctula,female,ad,53.9,30,DT00531
23.07.2010,Chornobyl,R3a,Nyctalus leisleri,female,sad,44.2,12.8,CT01376
23.07.2010,Chornobyl,R3a,Pipistrellus pygmaeus,male,sad,29.4,3.9,AT00602
23.07.2010,Chornobyl,R3a,Pipistrellus pygmaeus,male,sad,28.5,3.8,AT00603
23.07.2010,Chornobyl,R3a,Pipistrellus pygmaeus,female,sad,31.6,4.6,AT00604
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,57,26.8,DT00532
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,ad,55,30.2,DT00533
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55.7,29.9,DT00534
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53,26.7,DT00535
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,54.8,26.4,DT00536
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,56.2,27,DT00537
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,53.5,25.5,DT00538
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55,27.9,DT00539
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,ad,53.2,28.6,DT00540
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,58,28.9,DT00541
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,54.2,25,DT00542
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,54.1,27.2,DT00543
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,58.4,31.9,DT00544
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,56,25.7,DT00545
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55,26.2,DT00546
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55,26.8,DT00547
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,54.5,26.9,DT00548
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55.1,24,DT00549
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,55.3,26.2,DT00550
23.07.2010,Chornobyl,R3b,Nyctalus noctula,female,sad,56.5,27.8,DT00551
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,55,25.6,DT00552
23.07.2010,Chornobyl,R3b,Nyctalus noctula,male,sad,54.8,24.1,DT00553
