Data,Territory,Place,Species,sex,age,Ra,W,ring
02.07.2008,Homilsha,Fed1,Nyctalus leisleri,female,ad,43.2,16.9,CT00002
02.07.2008,Homilsha,Fed1,Nyctalus leisleri,female,ad,44.4,16.1,CT00003
02.07.2008,Homilsha,Fed1,Pipistrellus nathusii,female,ad,34,8.7,BT00093
02.07.2008,Homilsha,Fed1,Pipistrellus nathusii,female,ad,35.4,9.5,BT00094
02.07.2008,Homilsha,Fed1,Pipistrellus nathusii,male,sad,33.6,6.9,BT00095
02.07.2008,Homilsha,Fed1,Pipistrellus nathusii,female,sad,34.4,6.2,BT00096
02.07.2008,Homilsha,Fed1,Pipistrellus pygmaeus,female,ad,32.8,6,BT00097
02.07.2008,Homilsha,Fed1,Pipistrellus pygmaeus,female,ad,31.4,5.5,BT00098
02.07.2008,Homilsha,Fed1,Pipistrellus pygmaeus,female,ad,29.8,5.7,BT00099
02.07.2008,Homilsha,Fed1,Pipistrellus pygmaeus,female,ad,31.7,6.5,BT00100
02.07.2008,Homilsha,Fed1,Pipistrellus pygmaeus,female,ad,31.1,5.7,BT00101
02.07.2008,Homilsha,Fed1,Myotis daubentonii,female,ad,39.2,10,BT00102
02.07.2008,Homilsha,Fed1,Myotis daubentonii,female,ad,38.9,8.5,BT00103
02.07.2008,Homilsha,Fed1,Myotis daubentonii,female,ad,37.5,9.4,BT00105
02.07.2008,Homilsha,Fed1,Myotis daubentonii,female,ad,39.1,8.4,BT00109
02.07.2008,Homilsha,Fed1,Myotis daubentonii,female,ad,36.5,9.2,BT00111
02.07.2008,Homilsha,Fed1,Myotis daubentonii,female,ad,38,9.9,BT00112
02.07.2008,Homilsha,Fed1,Myotis daubentonii,female,sad,38.9,7.4,BT00108
02.07.2008,Homilsha,Fed1,Myotis daubentonii,female,sad,38.8,7.2,BT00114
02.07.2008,Homilsha,Fed1,Myotis daubentonii,male,ad,37.7,8.4,BT00107
02.07.2008,Homilsha,Fed1,Myotis daubentonii,male,ad,38,7.7,BT00110
02.07.2008,Homilsha,Fed1,Myotis daubentonii,male,sad,37.5,7.1,BT00104
02.07.2008,Homilsha,Fed1,Myotis daubentonii,male,sad,37.7,6.2,BT00106
02.07.2008,Homilsha,Fed1,Myotis daubentonii,male,sad,39.3,8.3,BT00113
02.07.2008,Homilsha,Fed1,Myotis daubentonii,male,sad,34.9,6.8,BT00115
02.07.2008,Homilsha,Fed1,Nyctalus noctula,female,ad,55.4,29,ET00037
02.07.2008,Homilsha,Fed1,Nyctalus noctula,female,ad,54,29.8,ET00038
02.07.2008,Homilsha,Fed1,Nyctalus noctula,female,sad,54.1,22.5,ET00039
02.07.2008,Homilsha,Fed1,Nyctalus noctula,female,sad,53.6,21.5,ET00040
02.07.2008,Homilsha,Fed1,Nyctalus noctula,female,sad,55,21,ET00041
02.07.2008,Homilsha,Fed1,Nyctalus noctula,female,sad,54.2,20,ET00042
02.07.2008,Homilsha,Fed1,Nyctalus noctula,female,sad,52.2,18.9,ET00043
02.07.2008,Homilsha,Fed1,Nyctalus noctula,male,sad,53.6,23,ET00044
02.07.2008,Homilsha,Fed1,Nyctalus noctula,female,sad,54.1,20.9,ET00045
16.07.2008,Homilsha,Fed1,Plecotus auritus,male,ad,39.3,8.6,BT00313
16.07.2008,Homilsha,Fed1,Pipistrellus pygmaeus,female,sad,30.3,4.9,BT00316
16.07.2008,Homilsha,Fed1,Myotis daubentonii,female,ad,37.4,7.8,BT00314
16.07.2008,Homilsha,Fed1,Myotis daubentonii,male,ad,37.4,8.4,BT00315
16.07.2008,Homilsha,Fed1,Nyctalus noctula,male,sad,55,28,ET00304
14.07.2008,Homilsha,R1,Nyctalus noctula,female,ad,57,33,ET00246
14.07.2008,Homilsha,R1,Nyctalus noctula,female,ad,54.8,31,ET00247
14.07.2008,Homilsha,R1,Nyctalus noctula,female,ad,53.3,32.5,ET00251
14.07.2008,Homilsha,R1,Nyctalus noctula,female,ad,51.8,29.5,ET00260
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,53.6,24,ET00243
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,54.9,25.7,ET00244
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,54.4,26.5,ET00249
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,54.4,28,ET00250
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,53.5,26.4,ET00043
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,54.8,28.1,ET00091
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,54.8,28,ET00253
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,53.6,28.2,ET00257
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,55.7,24.5,ET00258
14.07.2008,Homilsha,R1,Nyctalus noctula,female,sad,55.4,28.9,ET00259
14.07.2008,Homilsha,R1,Nyctalus noctula,male,sad,52.7,26.9,ET00245
14.07.2008,Homilsha,R1,Nyctalus noctula,male,sad,53.2,26.2,ET00248
14.07.2008,Homilsha,R1,Nyctalus noctula,male,sad,55.8,28,ET00252
14.07.2008,Homilsha,R1,Nyctalus noctula,male,sad,54.3,28.5,ET00254
14.07.2008,Homilsha,R1,Nyctalus noctula,male,sad,54.7,28.9,ET00255
14.07.2008,Homilsha,R1,Nyctalus noctula,male,sad,56.6,29.8,ET00256
14.07.2008,Homilsha,R1,Eptesicus serotinus,female,ad,52.8,29.5,ET00261
14.07.2008,Homilsha,R1,Myotis daubentonii,female,ad,38.4,10.7,BT00299
14.07.2008,Homilsha,R1,Myotis daubentonii,female,ad,37.6,10.2,BT00300
14.07.2008,Homilsha,R1,Myotis daubentonii,female,ad,35.8,8.7,BT00306
14.07.2008,Homilsha,R1,Myotis daubentonii,female,sad,35.4,7.4,BT00296
14.07.2008,Homilsha,R1,Myotis daubentonii,female,sad,38.1,8.2,BT00301
14.07.2008,Homilsha,R1,Myotis daubentonii,female,sad,38.7,9,BT00302
14.07.2008,Homilsha,R1,Myotis daubentonii,female,sad,37.5,9.9,BT00305
14.07.2008,Homilsha,R1,Myotis daubentonii,female,sad,38.2,7.6,BT00310
14.07.2008,Homilsha,R1,Myotis daubentonii,male,ad,37,8.7,BT00309
14.07.2008,Homilsha,R1,Myotis daubentonii,male,sad,36.5,7.9,BT00295
14.07.2008,Homilsha,R1,Myotis daubentonii,male,sad,36.9,7.5,BT00297
14.07.2008,Homilsha,R1,Myotis daubentonii,male,sad,35.6,8.9,BT00298
14.07.2008,Homilsha,R1,Myotis daubentonii,male,sad,38,7.5,BT00303
14.07.2008,Homilsha,R1,Myotis daubentonii,male,sad,35.6,7.6,BT00304
14.07.2008,Homilsha,R1,Myotis daubentonii,male,sad,36.6,9,BT00307
14.07.2008,Homilsha,R1,Myotis daubentonii,male,sad,36.3,7.9,BT00308
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.7,29.9,ET00083
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,55.6,32.7,ET00084
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,53.5,32,ET00085
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,56,33.5,ET00092
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.2,28.7,ET00093
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.5,30.5,ET00094
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,55.2,30,ET00095
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.5,32.5,ET00096
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,55.8,35.7,ET00097
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.9,32.8,ET00098
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,53,32.4,ET00099
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,56.2,33,ET00100
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,53.9,30.5,ET00101
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,57.2,29.7,ET00102
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,55.5,28.5,ET00111
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,52,29.7,ET00112
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,55.2,28,ET00113
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.9,,ET00129
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.5,31,ET00130
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.3,28.5,ET00131
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.3,33.2,ET00132
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,55.9,30.7,ET00133
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.2,28.9,ET00134
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,55.9,29,ET00143
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.4,29.7,ET00144
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,52.7,29.2,ET00145
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,56.2,30,ET00158
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,56.4,32.3,ET00029
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55.7,22.5,ET00079
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53.7,22.4,ET00080
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55.3,27.9,ET00087
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55,,ET00089
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.6,24,ET00091
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55.6,21.9,ET00104
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53.2,23.5,ET00105
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,52.7,20,ET00108
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54,21.5,ET00109
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53.2,23.2,ET00110
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55.2,22.6,ET00115
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.8,20.5,ET00116
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53.4,23.7,ET00117
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.4,21.5,ET00118
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,57.5,25.2,ET00120
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,56.3,22,ET00124
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55.2,26.7,ET00125
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,57,24.7,ET00126
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,52.1,19,ET00138
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,52.2,18,ET00139
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55,21.5,ET00146
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53,20,ET00149
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53.6,18.5,ET00151
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,52.9,17.5,ET00152
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55,21,ET00153
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,56,,
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53.5,,
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,52.6,,
04.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.5,,
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,ad,54.2,26.7,ET00123
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,ad,54.5,28,ET00155
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,ad,54.2,28,ET00135
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,ad,52.8,,
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.8,25.9,ET00081
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.3,25.5,ET00082
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,ad,53.7,31.5,ET00086
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,52.4,21.5,ET00088
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.7,24.7,ET00090
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,51.9,21,ET00103
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,56.5,23.4,ET00106
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.6,23.7,ET00107
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.3,25.7,ET00114
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,51.7,20,ET00119
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.3,20.5,ET00121
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.4,26.5,ET00122
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,55,23.7,ET00127
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,ad,54.6,30.5,ET00128
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,52.2,21.9,ET00136
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,52.3,20.8,ET00137
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.6,18.7,ET00140
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,51.9,17.9,ET00141
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.2,22.9,ET00142
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54,21.2,ET00147
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,55.7,20.5,ET00148
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54,22,ET00154
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.7,25.9,ET00156
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,51.3,17.5,ET00157
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.5,25.5,ET00159
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.5,23.5,ET00160
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.3,23.3,ET00161
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,55.3,24.5,ET00162
04.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.5,,
04.07.2008,Homilsha,Fed2,Myotis daubentonii,female,ad,38.3,9.8,BT00117
04.07.2008,Homilsha,Fed2,Myotis daubentonii,female,ad,36.7,8.4,BT00121
04.07.2008,Homilsha,Fed2,Myotis daubentonii,female,ad,38.7,9.2,BT00122
04.07.2008,Homilsha,Fed2,Myotis daubentonii,female,sad,37.2,6.6,BT00118
04.07.2008,Homilsha,Fed2,Myotis daubentonii,female,sad,36.5,6.4,BT00119
04.07.2008,Homilsha,Fed2,Myotis daubentonii,female,sad,36.7,5.8,BT00120
04.07.2008,Homilsha,Fed2,Myotis daubentonii,male,sad,36,6.5,BT00116
04.07.2008,Homilsha,Fed2,Myotis daubentonii,male,sad,35,5.5,BT00123
04.07.2008,Homilsha,Fed2,Vespertilio murinus,male,sad,43.1,8.4,CT00004
04.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,30.9,5.3,BT00124
04.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,32,6.2,BT00125
04.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,30.4,5.5,BT00126
04.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,30.4,5.7,BT00127
04.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,30.9,6.1,BT00128
04.07.2008,Homilsha,Fed2,Pipistrellus nathusii,male,ad,34.1,7.4,BT00129
04.07.2008,Homilsha,Fed2,Pipistrellus nathusii,male,ad,33.8,7,BT00130
04.07.2008,Homilsha,Fed2,Pipistrellus nathusii,female,sad,34.5,6.7,BT00131
04.07.2008,Homilsha,Fed2,Pipistrellus nathusii,male,ad,34.6,7.9,BT00132
04.07.2008,Homilsha,Fed2,Pipistrellus nathusii,male,ad,33.7,7,BT00133
04.07.2008,Homilsha,Fed2,Nyctalus leisleri,female,ad,44.4,16.4,CT00005
04.07.2008,Homilsha,Fed2,Nyctalus leisleri,female,ad,44.3,14.2,CT00006
04.07.2008,Homilsha,Fed2,Nyctalus leisleri,female,ad,44.7,16,CT00007
04.07.2008,Homilsha,Fed2,Nyctalus leisleri,female,ad,44.7,15,CT00008
12.07.2008,Homilsha,Fed2,Nyctalus leisleri,female,sad,44.3,12.3,CT00011
12.07.2008,Homilsha,Fed2,Nyctalus leisleri,female,ad,43.7,15.7,CT00012
12.07.2008,Homilsha,Fed2,Nyctalus leisleri,female,ad,45.5,4.2,CT00013
12.07.2008,Homilsha,Fed2,Nyctalus leisleri,female,ad,45.8,16.9,CT00014
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.3,29.1,ET00222
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,55.6,30.7,ET00073
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,53.4,29,COO6656
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,53.7,32.4,ET00231
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,54.4,28.9,ET00235
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,ad,53.6,27.2,ET00240
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.3,26.6,ET00204
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55.8,27.5,ET00205
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.2,25.2,ET00207
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54,21.9,ET00211
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55.3,26.2,ET00212
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.7,21.2,ET00215
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.6,23.7,ET00216
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.4,21.5,ET00219
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.6,24.9,ET00221
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.3,27.9,ET00223
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53,20,ET00226
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,55.3,25.2,ET00230
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53.7,28,ET00232
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,58.1,25.2,ET00233
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53.5,22.5,ET00234
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,54.2,22.9,ET00236
12.07.2008,Homilsha,Fed2,Nyctalus noctula,female,sad,53.6,28,ET00238
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,ad,54,30.1,ET00202
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.6,24.5,ET00203
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.5,23,ET00206
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,55.3,25.5,ET00208
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.7,22.7,ET00209
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,52.2,19.9,ET00210
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.4,23.7,ET00213
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.5,22.5,ET00214
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,56.6,27.5,ET00217
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.5,24.9,ET00218
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,51.8,21.7,ET00220
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,52.6,21.9,ET00224
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.7,24.9,ET00225
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.2,22.4,ET00227
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54.8,25,ET00228
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.7,24.7,ET00229
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,53.5,24.9,ET00237
12.07.2008,Homilsha,Fed2,Nyctalus noctula,male,sad,54,26.7,ET00239
12.07.2008,Homilsha,Fed2,Eptesicus serotinus,female,sad,54,27.9,ET00241
12.07.2008,Homilsha,Fed2,Eptesicus serotinus,male,ad,52.7,24.5,ET00242
12.07.2008,Homilsha,Fed2,Myotis daubentonii,female,ad,37.4,8.9,BT00247
12.07.2008,Homilsha,Fed2,Myotis daubentonii,female,ad,37.6,8.4,BT00248
12.07.2008,Homilsha,Fed2,Myotis daubentonii,female,sad,37.5,6.8,BT00246
12.07.2008,Homilsha,Fed2,Myotis daubentonii,female,sad,36,6.6,BT00249
12.07.2008,Homilsha,Fed2,Myotis daubentonii,male,ad,36.7,7,BT00245
12.07.2008,Homilsha,Fed2,Myotis daubentonii,male,ad,38.8,7.4,BT00250
12.07.2008,Homilsha,Fed2,Myotis daubentonii,male,sad,37.8,7.5,BT00244
12.07.2008,Homilsha,Fed2,Myotis daubentonii,male,sad,37.2,7.6,BT00251
12.07.2008,Homilsha,Fed2,Pipistrellus nathusii,female,ad,33.8,8,BT00255
12.07.2008,Homilsha,Fed2,Pipistrellus nathusii,female,sad,33.2,6.4,BT00254
12.07.2008,Homilsha,Fed2,Pipistrellus nathusii,male,ad,34,7.9,BT00253
12.07.2008,Homilsha,Fed2,Pipistrellus nathusii,male,ad,32.5,7.4,BT00257
12.07.2008,Homilsha,Fed2,Pipistrellus nathusii,male,sad,34.2,6.4,BT00252
12.07.2008,Homilsha,Fed2,Pipistrellus nathusii,male,sad,32.3,7.4,BT00256
12.07.2008,Homilsha,Fed2,Pipistrellus nathusii,male,sad,33.7,7.5,BT00258
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,31.5,5.7,BT00259
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,30.4,5.4,BT00260
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,30.6,5.9,BT00261
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,32,5.9,BT00262
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,31.1,5.4,BT00265
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,31.5,5.7,BT00266
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,ad,30.3,5.4,BT00273
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,sad,29.8,4.2,BT00263
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,sad,29.6,4.5,BT00264
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,sad,30,4.9,BT00267
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,sad,30.4,4.5,BT00270
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,female,sad,29.8,4.4,BT00275
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,male,sad,30.4,4.2,BT00268
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,male,sad,30.1,4.3,BT00269
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,male,sad,30.6,4.4,BT00271
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,male,sad,28.8,3.7,BT00272
12.07.2008,Homilsha,Fed2,Pipistrellus pygmaeus,male,sad,30.2,4.1,BT00274
06.07.2008,Homilsha,F1,Plecotus auritus,female,ad,40.2,10.2,BT00134
11.07.2008,Homilsha,F1,Myotis daubentonii,male,sad,36.3,6.3,BT00243
06.07.2008,Homilsha,F2,Pipistrellus nathusii,female,sad,35,6.8,BT00135
06.07.2008,Homilsha,F2,Pipistrellus pygmaeus,male,sad,27.8,3.7,BT00136
11.07.2008,Homilsha,F2,Myotis brandtii,male,sad,36.3,6.3,BT00243
07.07.2008,Homilsha,Fed3,Myotis daubentonii,male,sad,37.7,7.7,BT00140
07.07.2008,Homilsha,Fed3,Myotis daubentonii,female,sad,38,7.9,BT00232
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.5,5.5,BT00141
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30,6.1,BT00143
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.7,5.6,BT00144
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.8,6.2,BT00167
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,31,5.7,BT00168
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30,5.5,BT00169
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,29.7,6,BT00170
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,31.1,5.5,BT00172
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.1,5.7,BT00174
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.7,5.5,BT00175
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.5,5.9,BT00176
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,31.1,6,BT00177
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,29.6,5.6,BT00178
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,32.3,6.1,BT00180
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,31.2,5.7,BT00182
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.5,5.6,BT00183
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,31.4,5.8,BT00186
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,31.5,5.4,BT00223
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,31.8,5.9,BT00224
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.7,5.8,BT00225
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.8,5.2,BT00226
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.8,5.4,BT00227
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,31.2,5.5,BT00228
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,ad,30.5,5.7,BT00231
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,sad,31,4.7,BT00181
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,sad,30.2,5,BT00185
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,sad,31,4.8,BT00229
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,female,sad,29.9,4.5,BT00230
07.07.2008,Homilsha,Fed3,Pipistrellus pygmaeus,male,sad,30.4,4.3,BT00142
